StudnetID,Degree Level,School,Major Group,Gender Identity,Ethnicity,Domestic or International Status,Outcome,Have Info?,Placement Status,Employer,Industry,Full-time or Part-time,Position Type,Job Title,Job Level,Promotion or Return Offer from an Internship,Total post-graduation job offers,Employment Timing,Annual Salary Amount,Used Wasserman Services,Continuing Education School Name,Continuing Education Degree,Continuning Education Field,City,State,Country
LBTS_2023_7409,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,W.P. Carey,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Asset Management Analyst,Entry-level,Not applicable,2,,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_4130,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Empire Management,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Asset Management Analyst,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_12536,Bachelors,School of Professional Studies,Business,Man,Two or More Races,Domestic,Working,Yes,Placed,Kassin Sabbagh Realty,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Asset Management Analyst,Entry-level,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_9986,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Benefit Street Partners,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Asset Management Associate,Mid-level,Not applicable,2,Within 3 months of graduation,120000,No,,,,New York,New York,United States of America
LBTS_2023_16431,Masters,School of Professional Studies,Business,Man,International,International,Working,Yes,Placed,Fosun Hive,Real Estate,Full-time (30+ hours/week),Internship,Asset Management Intern,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_14416,Masters,School of Professional Studies,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,Huafu Securities,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Asset Management Specialist,Entry-level,Not applicable,,,,Yes,,,,Shanghai,,China
LBTS_2023_2223,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Greystone Monticello,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Asset Manager,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_10001,Masters,School of Professional Studies,Business,Man,Not Available,Domestic,Working,Yes,Placed,Peaceable Street Capital,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Asset Manager,Mid-level,Not applicable,,,,No,,,,Philadelphia,Pennsylvania,United States of America
LBTS_2023_9149,Bachelors,College of Arts and Science,Sciences,Woman,White,Domestic,Working,Yes,Placed,Out of Office,Entertainment/Media,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Entry-level,Not applicable,1,Before graduation,36000,No,,,,New York,New York,United States of America
LBTS_2023_13418,Bachelors,Tisch School of the Arts,Humanities,Man,Hispanic,Domestic,Working,Yes,Placed,Not Available,"Arts (Theater, Performing Arts)",Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Mid-level,Promotion from a previously held role,3,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_15261,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Clinical Health and Public Health,Woman,International,International,Working,Yes,Placed,Medical Diagnostics,Health Care,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Entry-level,Not applicable,2,Before graduation,50000,Yes,,,,New York,New York,United States of America
LBTS_2023_2145,Masters,School of Professional Studies,Business,Woman,International,International,Working,Yes,Placed,Brain Associate,Fashion/Retail/Consumer Products,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Entry-level,Return offer from an internship,2,Within 3 months of graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_1198,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,Two or More Races,Domestic,Working,Yes,Placed,Sullivan & Cromwell,Law,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6934,Masters,Graduate School of Arts and Science,Humanities,Woman,International,International,Working,Yes,Placed,Chatos Inhumanon,"Communications (Journalism, Publishing)",Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Entry-level,Not applicable,1,Within 3 months of graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_5285,Bachelors,Tisch School of the Arts,Humanities,Woman,Hispanic,Domestic,Working,Yes,Placed,Kurimanzutto,"Arts (Museums, Galleries)",Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Entry-level,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_5835,Bachelors,Tisch School of the Arts,Humanities,Man,White,Domestic,Working,Yes,Placed,Sikelia Productions,Entertainment/Media,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Entry-level,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6154,Masters,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,White,Domestic,Working,Yes,Placed,OtherArts,"Arts (Museums, Galleries)",Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Entry-level,Return offer from an internship,1,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_12192,Bachelors,College of Arts and Science,Social Sciences/ Social Work,Man,Hispanic,Domestic,Working,Yes,Placed,Marcey Brownstein Catering,Food Service or Production,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Entry-level,Not applicable,,,,No,,,,New York,New York,United States of America
LBTS_2023_12244,Masters,Graduate School of Arts and Science,Humanities,Non-binary,White,Domestic,Working,Yes,Placed,Waxman Literary Agency,"Communications (Journalism, Publishing)",Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_15075,Bachelors,Tandon School of Engineering,Business,Woman,International,International,Working and In School,Yes,Placed,Sequoia Capital,Financial Services/Banking,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant,Entry-level,Not applicable,,,,Yes,Columbia University,Masters,"Business (MBA, Accounting, Finance, Economics, Management, etc.)",New York,New York,United States of America
LBTS_2023_1044,Masters,School of Professional Studies,Humanities,Woman,International,International,Working,Yes,Placed,Rogers and Cowan PMK,Marketing/Advertising/PR,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant Account Executive,Entry-level,Not applicable,1,Within 3 months of graduation,45000,Yes,,,,New York,New York,United States of America
LBTS_2023_5845,Bachelors,Tisch School of the Arts,Humanities,Woman,White,Domestic,Working,Yes,Placed,Prosek Partners,Marketing/Advertising/PR,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant Account Executive,Entry-level,Return offer from an internship,2,Before graduation,50000,Yes,,,,New York,New York,United States of America
LBTS_2023_4026,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,White,International,Working,Yes,Placed,afg&,Marketing/Advertising/PR,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant Account Executive,Entry-level,Return offer from an internship,1,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_9372,Masters,Graduate School of Arts and Science,Humanities,Woman,White,Domestic,Working,Yes,Placed,Resnicow and Associates,Not Available,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant Account Executive,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_13232,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Woman,Not Available,Domestic,Working,Yes,Placed,R&CPMK,Marketing/Advertising/PR,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant Account Executive,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_15924,Masters,Graduate School of Arts and Science,Humanities,Non-binary,Hispanic,Domestic,Working,Yes,Placed,Art Institute of Chicago,"Arts (Museums, Galleries)",Full-time (30+ hours/week),Faculty non-tenure track position,"Adjunct Lecturer, Interpretation Department",Mid-level,Not applicable,,,,Yes,,,,Chicago,Illinois,United States of America
LBTS_2023_9873,Bachelors,Gallatin School of Individualized Study,Other/ Create your own major,Woman,White,Domestic,Working,Yes,Placed,New York Model Management,Fashion/Retail/Consumer Products,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant Agent,Entry-level,Return offer from an internship,2,Before graduation,50000,Yes,,,,New York,New York,United States of America
LBTS_2023_753,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Social Sciences/ Social Work,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Not Available,Health Care,Part-time (fewer than 30 hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant and Receptionist,Entry-level,Not applicable,4 or more,Within 3 months of graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_12079,Bachelors,College of Arts and Science,Mathematics and Economics,Man,International,International,Working,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant Associate,Entry-level,Return offer from an internship,,,,No,,,,Seoul,,South Korea
LBTS_2023_11333,Bachelors,College of Arts and Science,Humanities,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Spectrum Brands,Fashion/Retail/Consumer Products,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)","Assistant Brand Manager, Home & Garden",Entry-level,Not applicable,,,,Yes,,,,Middleton,Wisconsin,United States of America
LBTS_2023_12099,Bachelors,School of Professional Studies,Social Sciences/ Social Work,Woman,Black,Domestic,Working,Yes,Placed,Bloomingdales,Fashion/Retail/Consumer Products,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant Buyer,Mid-level,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_1926,Bachelors,"Steinhardt School of Culture, Education, and Human Development",Humanities,Man,White,Domestic,Working,Yes,Placed,Patron of the New,Fashion/Retail/Consumer Products,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant Buyer,Entry-level,Promotion from a previously held role,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_8414,Masters,School of Professional Studies,Business,Woman,Black,Domestic,Working,Yes,Placed,Social Security Administration,Government/Military,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Assistant Claim Specialist,Entry-level,Not applicable,,,,No,,,,New York,New York,United States of America
